run_id,source_run,config_digest,training_seed,heldout_index,environment_seed,controller_seed,task,morphology,controller,hidden_sizes,fitness,episode_length,terminated,truncated
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,4,4234249901713574507,2115891834758924207,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,5,6722031178287679153,2455184959364860182,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,6,7573511619823880733,1915380114274256095,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,7,1342211064633898387,527931202397595989,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,8,4361147761045026995,7169813947391619754,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,9,7894091030269612486,8250315828710267518,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,0,2027271733498576396,4217710400358904117,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,1,3578529652923348860,2542139344373721480,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,2,3274206748479304833,4048901130842979459,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,3,9200938062830613939,6930829440131536603,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,4,3905994721587173750,330345906852159836,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,5,7176174943521447863,1089648521302917772,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
